ad,rank_within_ad,region,appearances,unique_predictions,frame_count,frame_fraction,mean_score,max_score,mean_rank
Considering_What_Paris_2024_Paralympic_Games,78,R Sulcus front inf,6,5,281,0.021352313167259787,2.48,2.55,6.833333333333333
Considering_What_Paris_2024_Paralympic_Games,79,L Gyrus precuneus,6,4,281,0.021352313167259787,2.3916666666666666,2.54,7.333333333333333
Considering_What_Paris_2024_Paralympic_Games,80,L Sulcus cingul-Marginalis,6,5,281,0.021352313167259787,2.231666666666667,2.29,4.5
Considering_What_Paris_2024_Paralympic_Games,81,L Gyrus cingul-Post-dorsal,6,5,281,0.021352313167259787,2.2216666666666667,2.3,4.333333333333333
Considering_What_Paris_2024_Paralympic_Games,82,R Gyrus front sup,6,5,281,0.021352313167259787,2.105,2.17,4.5
Considering_What_Paris_2024_Paralympic_Games,83,L Sulcus pericallosal,6,5,281,0.021352313167259787,2.066666666666667,2.26,3.8333333333333335
Considering_What_Paris_2024_Paralympic_Games,84,R Gyrus oc-temp lat-fusifor,6,5,281,0.021352313167259787,1.9933333333333334,2.06,5.833333333333333
Considering_What_Paris_2024_Paralympic_Games,85,R Sulcus precentral-sup-part,5,4,281,0.017793594306049824,2.852,2.97,6.6
Considering_What_Paris_2024_Paralympic_Games,86,R Gyrus temp sup-Plan tempo,5,4,281,0.017793594306049824,2.7,2.81,5.8
Considering_What_Paris_2024_Paralympic_Games,87,R Sulcus temporal sup,5,4,281,0.017793594306049824,2.5620000000000003,2.6,2.8
Considering_What_Paris_2024_Paralympic_Games,88,L Gyrus cingul-Post-ventral,5,4,281,0.017793594306049824,2.56,2.63,2.8
Considering_What_Paris_2024_Paralympic_Games,89,R Gyrus and Sulcus transv frontopol,5,5,281,0.017793594306049824,2.462,2.6,4.8
Considering_What_Paris_2024_Paralympic_Games,90,R Lat Fis-post,5,4,281,0.017793594306049824,2.43,2.71,7.2
Considering_What_Paris_2024_Paralympic_Games,91,R Sulcus circular insula inf,5,4,281,0.017793594306049824,2.384,2.41,3.2
Considering_What_Paris_2024_Paralympic_Games,92,L Sulcus collat transv ant,5,4,281,0.017793594306049824,2.3,2.63,4.4
Considering_What_Paris_2024_Paralympic_Games,93,R Gyrus front inf-Triangul,5,4,281,0.017793594306049824,2.222,2.29,4.6
Considering_What_Paris_2024_Paralympic_Games,94,R Gyrus and Sulcus cingul-Mid-Post,5,4,281,0.017793594306049824,2.02,2.11,6.2
Considering_What_Paris_2024_Paralympic_Games,95,R Sulcus interm prim-Jensen,4,3,281,0.014234875444839857,2.64,2.79,6.25
Considering_What_Paris_2024_Paralympic_Games,96,L Sulcus temporal transverse,4,4,281,0.014234875444839857,2.64,2.74,2.75
Considering_What_Paris_2024_Paralympic_Games,97,R Sulcus calcarine,4,3,281,0.014234875444839857,2.6375,2.96,4.5
Considering_What_Paris_2024_Paralympic_Games,98,L Pole temporal,4,3,281,0.014234875444839857,2.19,2.2,5.75
Considering_What_Paris_2024_Paralympic_Games,99,R Gyrus and Sulcus cingul-Mid-Ant,4,4,281,0.014234875444839857,2.1399999999999997,2.29,4.75
Considering_What_Paris_2024_Paralympic_Games,100,L Sulcus temporal sup,4,3,281,0.014234875444839857,2.12,2.2,6.75
Considering_What_Paris_2024_Paralympic_Games,101,R Sulcus front sup,4,3,281,0.014234875444839857,2.1025,2.16,6.0
Considering_What_Paris_2024_Paralympic_Games,102,R Gyrus cingul-Post-dorsal,4,4,281,0.014234875444839857,2.0825,2.15,4.25
Considering_What_Paris_2024_Paralympic_Games,103,L Sulcus oc-temp med and Lingual,4,4,281,0.014234875444839857,2.045,2.22,5.75
Considering_What_Paris_2024_Paralympic_Games,104,R Sulcus temporal transverse,3,3,281,0.010676156583629894,2.58,2.69,4.333333333333333
Considering_What_Paris_2024_Paralympic_Games,105,L Sulcus front inf,3,2,281,0.010676156583629894,2.2399999999999998,2.26,5.0
Considering_What_Paris_2024_Paralympic_Games,106,L Gyrus occipital sup,3,2,281,0.010676156583629894,2.1766666666666663,2.19,8.0
